id,type,title,bibcite_year,text_author,text_keyword,bibcite_secondary_title,bibcite_volume,bibcite_issue,bibcite_pages,bibcite_publisher,bibcite_isbn,bibcite_issn,bibcite_doi,bibcite_url,bibcite_citekey,status
29211,journal_article,"Sister-to-sister gestational  surrogacy  13 years on: a narrative of parenthood",2002,"M. Kirkman, A. Kirkman",,"Journal of Reproductive and Infant Psychology",20,3,135-148,,,0264-6838,,,,1
29212,journal_article,"Adolescent sex and the romantic narrative: why some young heterosexuals use condoms to prevent pregnancy but not disease",1998,"M. Kirkman, D. Rosenthal, A. Smith",,"Psychology Health and Medicine",3,4,355-370,,,1354-8506,,,,1
29213,journal_article,"Meritums, Spectrums and narrative memories of  pre-virtual  computing in Cold War Europe",2007,"G. Kirkpatrick",,"Sociological Review",55,2,227-250,,,0038-0261,,,,1
29214,journal_article,"A narrative framework for understanding experiences of people with severe mental illnesses",2008,"H. Kirkpatrick",,"Arch Psychiatr Nurs",22,2,61-8,,,"0883-9417 (Print)","S0883-9417(07)00270-1 [pii] 10.1016/j.apnu.2007.12.002",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=18346562,,1
29215,journal_article,"Storytelling: An Approach to Teaching Leadership Values",1996,"M. Kirkpatrick, S. Spickerman, M. Edwards, J. Kirkpatrick",,"Nursing Leadership Forum",2,3,104-107,,,1076-1632,,,,1
29216,journal_article,"Narrative pedagogy: teaching geriatric content with stories and the ""Make a Difference"" project",2004,"M. Kirkpatrick, S. Brown",,"Nurs Educ Perspect",25,4,183-7,,,"1536-5026 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=15387513,,1
29217,journal_article,"Narrative Pedagogy: Teaching Geriatric Content with Stories and the ""Make a Difference"" Project (MADP)",2004,"M. Kirkpatrick, S. Brown",,"Nursing Education Perspectives",25,,183-187,,,1536-5026,,,,1
29218,journal_article,"Storytelling An Approach to Client-Centered Care",1997,"M. Kirkpatrick, S. Ford, B. Castelloe",,"Nurse Educator",22,2,38-40,,,0363-3624,,,,1
29219,journal_article,"Accommodating Traditional African Values and Globalization: Narrative as Argument in Wangari Maathai s Nobel Prize Lecture",2007,"R. Kirkscey",,"Women and Language",30,,12-17,,,8755-4550,,,,1
29220,journal_article,"Revealing the Mind of the Sage: The Narrative Rhetoric of the Chuang Tzu",1995,"W. Kirkwood",,"Rhetoric Society Quarterly",25,Com,134-148,,,,,,,1
29221,journal_article,"Failures of imagination: the refugee s narrative in psychiatry",2003,"L. Kirmayer",,"Anthropology and Medicine",10,2,167-186,,,1364-8470,,,,1
29222,journal_article,"The Poet s Plague The Folding Cliffs: A Narrative and The River Sound by W.S. Merwin",1999,"A. Kirsch",,"New Republic",,,40-45,,,0028-6583,,,,1
29223,journal_article,"Film and collective storytelling in corporate identity: a case study",2004,"C. Kirsch",,"Corporate Communications",9,3,223-230,,,1356-3289,,,,1
29224,conference_proceedings,"Volition as a Believed-In Imagining",,"I. Kirsch",,,,,157-168,"Washington DC",1557985219,,,,,1
29225,journal_article,"The other Then, the other Now, the other Within: Stereotypical Images and Narrative Captions of the Turk in Northern and Central Greece",2003,"E. Kirtsoglou, L. Sistani",,"Journal of Mediterranean Studies",13,2,189-214,,,1016-3476,,,,1
29226,journal_article,"Building on Strengths of Minority Adolescents in Foster Care: A Narrative-Holistic Approach",2000,"J. Kirven",,"Child and Youth Care Forum",29,4,247-264,,,1053-1890,,,,1
29227,journal_article,"A Narrative Analysis of Mujhe Chand Chayiye and its Politics of Representation",2001,"K. Kishore",,"Psychological Studies- University of Calicut",46,3,233-237,,,,,,,1
29228,journal_article,"Complicity and narrative: insight for the healthcare professional",1998,"J. Kissell",,"Med Health Care Philos",1,3,263-9,,,"1386-7423 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=11081301,,1
29229,conference_proceedings,"Law, Morality, and Rhetoric in Some Sayings of Jesus",,"M. Kister",,,,,145-154,"Cambridge Mass.",067400258X,,,,,1
29230,journal_article,"""Mourning in America"": ritual, redemption, and recovery in news narrative after September 11",2003,"C. Kitch",,"Journalism Studies",4,,213-224,,,1461-670X,,,,1
29231,journal_article,"Setting the Stage for a Narrative Inquiry: Negotiating Relationships and Understanding School Landscapes",2006,"J. Kitchen",,"Alberta Journal of Educational Research",52,,251-264,,,0002-4805,,,,1
29232,journal_article,"Walker, Joel Thomas, The Legend of Mar Qardagh: Narrative and Christian Heroism in Late Antique Iraq",2008,"R. Kitchen",,Speculum,83,,486,,,0038-7134,,,,1
29233,journal_article,"Narrative Gerontology: Theory, Research, and Practice by Gary Kenyon, Phillip Clark, and Brian de Vries (Eds.)",2002,"S. Kivela",,"International Psychogeriatrics",14,4,423,,,,,,,1
29234,journal_article,"Keith Busby: Codex and Context. Reading Old French Verse Narrative in Manuscript. 2002",2004,"J. Kjaer",,"Revue Romane",39,1,174-176,,,0035-3906,,,,1
29235,conference_proceedings,"Narrative as Social Practice Anglo-Western and Australian Aboriginal Oral Traditions",,"D. Klapproth",,,,,ALL,Berlin,"311017877X 3110178788",,,,,1
29236,journal_article,"Narrative as Social Practice Anglo-Western and Australian Aboriginal Oral Traditions",2004,"D. Klapproth",,"Language Power and Social Process",13,,ALL,,,,,,,1
29237,journal_article,"Humanitarian Pornography: John Gabriel Stedman s Narrative of a Five Years Expedition Against the Revolted Negroes of Surinam (1796)",2005,"M. Klarer",,"New Literary History",36,,559-588,,,0028-6087,,,,1
29238,conference_proceedings,"The Application of Historical Narrative in Science Learning: The Atlantic Cable Story",,"S. Klassen",,,,,335-352,Springer,0926-7220,,,,,1
29239,journal_article,"The Application of Historical Narrative in Science Learning: The Atlantic Cable Story",2007,"S. Klassen",,"Science and Education",16,3-5,335-352,,,,,,,1
29240,journal_article,"Architecture and Sexual Identity: Jeanne de Jussie s Narrative of the Reformation of Geneva",2003,"C. Klaus",,"Feminist Studies",29,2,279-298,,,,,,,1
29241,journal_article,"Martin A. Volker. Raumphantasien, narrative Ganzheit und Identitat: Eine Rekonstruktion des Asthetischen aus dem Werk und Wirken der Freiherren von Dalberg",2007,"E. Klaus",,"German Studies Review",30,3,692,,,0149-7952,,,,1
29242,journal_article,"LEARNING DIFFICULTIES: A group of people with learning difficulties are studying for a qualification in storytelling",2006,"A. Klaushofer",,"Community Care",,1633,32-33,,,0307-5508,,,,1
29243,journal_article,"Theatricality and Narrative in Medieval and Early-Modern Scotland, by John McGavin",2008,"D. Klausner",,"Comparative Drama",42,,244-245,,,0010-4078,,,,1
29244,journal_article,"Wandering and Home: Beckett s Metaphysical Narrative, by Eyal Amiran",1994,"E. Klaver",,"James Joyce Quarterly",32,1,144,,,0021-4183,,,,1
29245,journal_article,"Subverting the Dominant Order: Narrative as Weapon in Simone de Beauvoir s Tous les hommes sont mortels",1996,"B. Klaw",,"Studies in Twentieth Century Literature",20,,467-490,,,0145-7888,,,,1
29246,journal_article,"A study of the relation of storytelling ability and reading comprehension in fourth and sixth grade African - American children",1997,"J. Klecan-Aker, T. Caraway",,"European Journal of Disorders of Communication",32,1,109-126,,,0963-7273,,,,1
29247,journal_article,"Stimulus considerations in narrative analysis of normal third grade children",1987,"J. Klecan-Aker, G. McIngvale, P. Swank",,"Lang Speech","30 ( Pt 1)",,13-24,,,"0023-8309 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=2463446,,1
29248,journal_article,"The narrative styles of normal first and third grade children",1987,"J. Klecan-Aker, P. Swank",,"Lang Speech","30 ( Pt 3)",,251-62,,,"0023-8309 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=3503949,,1
29249,conference_proceedings,"Conducting Critical Research in Information Systems: Can Actor-Network Theory Help?",,"E. Klecun",,,,,259-274,"Boston [Mass.]",1402080948,,,,,1
29250,journal_article,"Narrative Technique and Reader Appeal in Dorothy Sayers  Fiction",1994,"H. Klein",,"Arbeiten Aus Anglistik Und Amerikanist",19,1,41-62,,,0171-5410,,,,1
29251,conference_proceedings,"The Narrative I as Scientific Observer in the Early English Novel",,"H. Klein",,,,,277-288,"WVT Wissenschaftlicher Verlag Trier",3884763091,,,,,1
29252,journal_article,"Open moments and surprise endings: historical agency and the workings of narrative in The Social Transformation of American Medicine",2004,"J. Klein",,"J Health Polit Policy Law",29,4-5,621-42,,,"0361-6878 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=15602838,,1
29253,conference_proceedings,"Operational Research Practice as Storytelling: Telling It Like It Could Be?",,"J. Klein, C. Connell, E. Meyer",,,,,348-355,Birmingham,0903440296,,,,,1
29254,journal_article,"Operational research practice as storytelling",2007,"J. Klein, N. Connell, E. Meyer",,"Journal- Operational Research Society",58,,1535-1542,,,0160-5682,,,,1
29255,journal_article,"In Search of Narrative Mastery: Postmodernism and the Peoples without History",1995,"K. Klein",,"History and Theory",34,4,275-298,,,0018-2656,,,,1
29256,journal_article,"Along for the Ride: Transportation planning from the inside - a first person narrative",1997,"M. Klein",,Planning,63,11,22-24,,,,,,,1
29257,journal_article,"Chopin s Fourth Ballade as Musical Narrative",2004,"M. Klein",,"Music Theory Spectrum.",26,,23-56,,,0195-6167,,,,1
29258,journal_article,"Telling Stories: Narrative Masks",2003,"N. Klein",,"School Arts",102,5,29-31,,,0036-6463,,,,1
29259,journal_article,"Stonc oefter stane (Beowulf, l. 2288a): Philology, Narrative Context, and the Waking Dragon",2007,"T. Klein",,"Journal of English and Germanic Philology",106,1,22-44,,,0363-6941,,,,1
29260,journal_article,"How Knowing and Doing Inform an Autobiography: Relations Among Preschoolers  Theory of Mind, Narrative, and Event Memory Skills",2004,"E. Kleinknecht, D. Beike",,"Applied Cognitive Psychology",18,6,745-764,,,0888-4080,,,,1
29261,journal_article,"Transforming a post-graduate level assessment course:A second language teacher educator s narrative",2005,"R. Kleinsasser",,Prospect,20,,77-102,,,0814-7094,,,,1
29262,journal_article,"Using a Collaborative Approach with Criminal Justice Clients: A Promising Narrative in Rehabilitation",2004,"R. Klekar, D. Ting",,"Journal of Systemic Therapies",23,,64-77,,,1080-9791,,,,1
29263,journal_article,"Willie van Peer and Seymour Chatman (eds), New Perspectives on Narrative Perspective",2002,"M. Klepper",,"Discourse Studies",4,4,552-553,,,1461-4456,,,,1
29264,journal_article,"Ban the Computer, or Make It a Storytelling Machine. Bridging the Gap between the Children s Media Culture and Pre-school",2004,"A. Klerfelt",,"Scandinavian Journal of Educational Research",48,1,73-94,,,0031-3831,,,,1
29265,journal_article,"Diane Carr, David Buckingham, Andrew Burn and Gareth Scott, Computer Games: Text, Narrative and Play",2008,"R. Klevjer",,"European Journal of Cultural Studies",11,,221-224,,,1367-5494,,,,1
29266,journal_article,"Facilitating effective coping in children following disasters: a psychoanalytically informed guided narrative intervention",2007,"G. Kliman, S. Rosenberg, G. Samples",,"J Am Psychoanal Assoc",55,1,279-82,,,"0003-0651 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=17432505,,1
29267,journal_article,"Schlingloff, Dieter, Ajanta. Handbuch der Malereien Handbook of the Paintings I. ErzÃ¤hlende Wandmalereien Narrative Paintings",2004,"D. Klimburg-Salter",,"Indoiranian Journal",47,3-4,305-307,,,0019-7246,,,,1
29268,journal_article,"The Accidental Tourist on Page and on Screen: Interrogating Narrative Theories About Film Adaptation",1996,"K. Kline",,"Literature Film Quarterly",24,1,70-83,,,0090-4260,,,,1
29269,journal_article,"Construing ""Technology"" as ""Applied Science"": Public Rhetoric of Scientists and Engineers in the United States, 1880-1945",1995,"R. Kline",,Isis,86,2,194,,,0021-1753,,,,1
29270,journal_article,">>Momentaufnahmen<< of Israelite Religion: The Importance of the Communal Meal in Narrative Texts in I/II Regum and Their Ritual Dimension",2006,"G. Klingbeil",,"Zeitschrift Fur Die Alttestamentliche Wissenschaft",,,22-45,,,0044-2526,,,,1
29271,journal_article,"Uneasy Visions: Mirrors, Photographs and Narrative in Los dos retratos by Norah Lange",2005,"P. Klingenberg",,"Latin American Literary Review",33,,27-46,,,0047-4134,,,,1
29272,journal_article,"Telling the story: Higher education leaders who attended the EACUBO Senior Business Officer Roundtable in June may have decided to enroll in storytelling classes this fall",1999,"D. Klinger",,"Business Officer",33,5,28-33,,,0147-877X,,,,1
29273,journal_article,"Review of Michael Dorland and Maurice Charland, Law, Rhetoric, and Irony in the Formation of Canadian Civil Culture",2003,"G. Klinger",,"Argumentation and Advocacy",40,,133-135,,,1051-1431,,,,1
29274,journal_article,"Fire and Power: The American Space Program as Postmodern Narrative by William D. Atwill",1995,"J. Klinkowitz",,"American Literature",67,3,610,,,0002-9831,,,,1
29275,journal_article,"Narrative Innovation and Cultural Rewriting in the Cold War Era and After by Marcel Cornis-Pope",2003,"J. Klinkowitz",,"South Atlantic Review",68,1,112-114,,,0277-335X,,,,1
29276,journal_article,"Deborah A. Martinsen. Surprised by Shame: Dostoevsky s Liars and Narrative Exposure",2004,"K. Klioutchkine",,"Slavic and East European Journal",48,1,115,,,0037-6752,,,,1
29277,conference_proceedings,"The Krsna reliefs at Panataran: a visual version of the Old Javanese Krsnayana",,"M. Klokke",,,,,19-41,Leiden,"1380-782X 9004118659",,,,,1
29278,journal_article,"REBECCA J. WEST. Gianni Celati: The Craft of Everyday Storytelling",2000,"C. Klopp",,Italica,77,3,437-439,,,0021-3020,,,,1
29279,conference_proceedings,"Towards A Narrative Methodology for Software Design",,"P. Kloppenberg, P. Dean",,,,,353-358,Ieee,"0780357108 0780357094 0780357116",,,,,1
29280,journal_article,"Narrative Time and the Space of the Image: The Truth of the Lie in Winnie Madikizela-Mandela s Testimony before the Truth and Reconciliation Commission",2001,"D. Klopper",,"Poetics Today",22,2,453-474,,,,,,,1
29281,journal_article,"Uncanny ethnicities:The story of the Griqua in South African travel writing and narrative fiction",2008,"D. Klopper",,"English Academy Review",25,,104-111,,,1013-1752,,,,1
29282,conference_proceedings,"Perspective narrative et fantastique: <<Les Contes de la mer du Nord>> de Gerard Prevot",,"H. Kluppelholz",,,,,95-104,Frankfurt,"0170-9208 3631381646",,,,,1
29283,journal_article,"The Rhetoric of Science in The Rise of Christianity: A Response to Rodney Stark s Sociological Account of Christianization",1998,"T. Klutz",,"Journal of Early Christian Studies",6,2,162-184,,,1067-6341,,,,1
29284,conference_proceedings,"The Metaphysics and Rhetoric of Law",,"J. Knaack",,,,,159-180,"P Lang","1054-8386 0820422614",,,,,1
29285,conference_proceedings,"A Preliminary Typology of Medieval Epic Cycles",,"F. Knapp",,,,,99-101,North-Holland,0444857818,,,,,1
29286,conference_proceedings,"Rogue Nationalism",,"J. Knapp",,,,,138-150,"Stanford Calif.","0804726493 0804726507",,,,,1
29287,journal_article,"A Narrative Perspective on ""Doing"" for Multiproblem Families",2000,"C. Knei-Paz, D. Ribner",,"Families in Society",81,5,475-483,,,1044-3894,,,,1
29288,journal_article,"McNeal, Richard: Law and Rhetoric in the Crito",1996,"C. Kniest",,Argument,38,,443,,,0004-1157,,,,1
29289,journal_article,"Narrative and Professional Communication Edited by Jane M. Perkins and Nancy Blyler",2001,"M. Knight",,"Journal of Business Communication",38,2,227-231,,,0021-9436,,,,1
29290,journal_article,"Margo and Me. II. The role of narrative building in child analytic technique",2003,"R. Knight",,"Psychoanal Study Child",58,,133-64,,,"0079-7308 (Print)",,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=14982018,,1
29291,journal_article,"Albert J. Solnit Award paper: Margo and Me II: The Role of Narrative Building in Child Analytic Technique",2003,"R. Knight",,"Psychoanalytic Study of the Child",58,,133-164,,,0079-7308,,,,1
